acc_name,create_at,full_text,retweet_count,fav_count,follower_count
ArmTeerapol,2020-05-20 08:13:32,โดยนายสมพงษ์ ระบุว่า สำหรับกรณีของพระราชกำหนดกู้เงิน ฝ่ายค้านเห็นด้วยเพื่อช่วยเหลือประชาชน แต่รายละเอียดเกี่ยวกับใช้เงินส่วนนี้ยังขาดความชัดเจน ทำให้ฝ่ายค้านต้องสอบถามรัฐบาลว่าจะใช้เงินอย่างไร ซึ่งกังวลว่าอาจเกิดการทุจริตขึ้น #พรกฉุกเฉิน #เพื่อไทย #Covid_19 #ประชุมสภา  #โควิด19 ,6,2,3851
ArmTeerapol,2020-05-20 08:12:38,นายสมพงษ์ อมรวิวัฒน์ หัวหน้าพรรคเพื่อไทย แถลงผลการหารือกับหัวหน้าพรรคร่วมฝ่ายค้าน 6 พรรคเกี่ยวกับการพิจารณาพระราชกำหนดกู้เงินซึ่งจะเข้าสู่การพิจารณาของสภาฯในวันที่ 27 พ.ค. #พรกฉุกเฉิน #เพื่อไทย #Covid_19 #ประชุมสภา  #โควิด19 #โควิด_19 #โควิด19เราต้องรอด ,3,3,3851
kathnong,2020-05-20 08:12:23,นำภาพมาจาก FB เมื่อโลกยังหาวัคซีนป้องกัน Covid ไม่ได้แต่ทางทหารจะเกณฑ์แล้วค่ะ ,2,3,2688
EnergyNewsCent1,2020-05-20 08:11:41,โควิด-19 พ่นพิษ จีซี ตัดค่าใช้จ่ายปี63 พันล้าน ไม่รับพนักงานเพิ่ม พร้อมทบทวนแผนลงทุน ,1,1,780
ArmTeerapol,2020-05-20 08:11:36,ฝ่ายค้านย้ำ รายละเอียดกฎหมายเงินกู้ 1.9 ล้านล้าน ยังไม่ชัดเจน ให้เวลาเพียง 3วันไม่เหมาะสม โดยเห็นพ้องตั้งกมธ.วิสามัญฯ ตรวจสอบการใช้งบของรัฐ #พรกฉุกเฉิน #เพื่อไทย #Covid_19 #ประชุมสภา  #โควิด19 #โควิด_19 #โควิด19เราต้องรอด ,13,2,3851
People1Mr,2020-05-20 08:11:22,"@ThaiPBS ผมทวิตไปหลายครั้งทุกวันเรื่องที่เด็ก-เยาวชนของนานาประเทศได้กลับมาเรียนตามปกติในห้องเรียนแทนการเรียนออนไลน์ในหลายประเทศ แม้ว่าประเทศเหล่านั้นจะมีการแพร่ระบาดจากไวรัส #Covid_19 มากกว่าไทย แต่ประเทศนั้นก็กระทำได้

ในทางกลับกันเพราะอะไร-ทำไมถึงประเทศไทยทำไม่ได้ ท่านใดทราบช่วยตอบครับ?",4,3,508
ShanMiaosan,2020-05-20 08:11:06,โคเอ็นจบการศึกษาของ Takakura Moeka แห่ง NGT48 ต้องยกเลิกเพราะ COVID-19 ,0,0,767
Yanee_ThaiPBS,2020-05-20 08:08:23,"พล.อ.อนุพงษ์ เผ่าจินดา รัฐมนตรีว่าการกระทรวงมหาดไทย และ ผู้ว่าฯกทม. รับมอบถุงยังชีพ 200,000 ถุง จากบริษัท เมืองไทย แคปปิตอล จำกัด (มหาชน) เพื่อช่วยเหลือประชาชนในช่วง COVID-19

",0,1,19124
parindim,2020-05-20 08:04:25,เอกซเรย์ประเทศไทย ในวันที่ “เราจะไม่ทิ้งใครไว้ข้างหลัง” ,0,0,134
Ssru_Skm,2020-05-20 08:03:06,"หัวหน้าสำนักงานฯ “ราชภัฏสวนสุนันทา” ศูนย์ฯสมุทรสงคราม นำทีมออกตรวจติดตามและประเมินผลการปฏิบัติ ตามมาตรการศูนย์ COVID-19 เพื่อลดความเสี่ยงในพื้นที่ชุมชน
รายละเอียดเพิ่มเติมคลิก

#ssru #มหาวิทยาลัยราชภัฏ #สวนสุนันทา #ssruskm ",0,0,18
gotchababy4,2020-05-20 08:01:26,"เรากับเพื่อนได้บริจาค #แดนซ์แอลกอฮอล์สเปรย์ จำนวน 100 ขวดให้กับ @KUwinsCOVID ในนามของเพิร์ธนะคะ ซึ่งจะส่งต่อให้บุคลากรทางการแพทย์ที่ต้องการความช่วยเหลือต่อไป ขอเป็นส่วนเล็กๆที่ช่วยให้ Covid-19 ผ่านไปได้ค่า แล้วก็ขอให้เพิร์ธเจอแต่สิ่งดีๆนะ
#LoveForPerth520
#KDPPE
#PerthTanapon ",119,71,366
Agnostic_Fronti,2020-05-20 08:01:18,"@chongko_60 @LuvluvHKS ใจเย็นๆนะครับ อ่านข่าวกันก่อนน

",0,0,45
SixtoryThailand,2020-05-20 08:01:04,"Moisturizing hand Sanitizer spray
สเปรย์แอลกอฮอล์พกพาแบบการ์ด ฆ่าเชื้อไวรัส แบคทีเรีย 99.99%
พร้อมสารบำรุงจากธรรมชาติ Panthenol (Vitamin B5) ช่วยบำรุงผิวให้ชุ่มชื้นไม่แห้งกร้าน ไม่เหนียวเหนอะหนะ ลดการระคายเคืองต่อผิว
#sixtory #alcohol #COVID #เรื่องนี้พี่ขอฉีกกฎ ",1,2,240
the101_world,2020-05-20 08:00:00,"“ทุกคนได้รับผลกระทบจาก #COVID19 เหมือนกัน แต่ไม่ใช่ทุกคนที่จะได้รับผลกระทบ ‘เท่ากัน’ ... กลุ่มเปราะบางถูกคลื่นไวรัสซัดเข้าใส่อย่างรวดเร็วและรุนแรง จึงจำเป็นที่เราจะต้องหาทางรักษา ‘โรค’ ไปพร้อมๆ กับการเยียวยา ‘โลก’ ของคนกลุ่มเปราะบางเหล่านี้”

[TIJ x 101]

",18,10,19291
Agnostic_Fronti,2020-05-20 07:59:27,"@BaNkTiMep @political_drama 
ก็ไม่รู้สินะ

ปล.ถ้าแย้งแบบนี้แล้วยังเป็นสวะสังคมก็ไม่รู้ว่าไงละ อิอิ ",0,0,45
25Jrp,2020-05-20 07:59:24,"ทีแรก..แอบลังเลเรื่องจะจัดคาเฟ่วันเกิด
กลัวคนมาน้อย(เพราะCovid-19) แต่หลังจากเห็นน้องคังทำผมสีม่วงเนี่ย ฉันก็โทรไปคอนเฟิร์มจองสถานที่ทันที  Purple Cafe ต้องมาละป่ะ ",70,29,258
